,item_name,user_name,created_date,age,skin_type,review_text,score
307,디스어포어 뷰티 밤,dotoro,2015.04.03,29,지성,"별로 모공 가려지는것도 모르겠고 코옆에 들뜨기만 오지게 들뜸… 그리고 결정 적으
로 지속력이너무짧아!!",2
308,디스어포어 뷰티 밤,yeb,2015.03.17,28,민감성,"닥터자르트 진짜 너무 좋아요ㅠㅠ감동ㅠㅠ 지속력 커버력 발림성 다 최고ㅠㅠ 닥터
자르트여 영원하라TTTT",
309,디스어포어 뷰티 밤,요정지2,2018-01-17,24,복합성,"미샤 시그니처 비비13호 쓰는 밝은 피부라
피부톤보다 오히려 좀 어두운편인데도
피부표현이 너무 예쁘게되서
베이스바르고 쭉 바르고잇습니다 T
제 피부에선 지속력도 좋고 무너짐도 별로 없는데 더럽게 무
너지지도 않아요~
근데 좀 건조한 편이라 건성분들은 기초 단단히 해주셔야할
것같네용 저는 오일 한방울 먹여서 바릅니당
커버력두 괜찮아요! 색상이 좀 더 밝은게 나왓으면 할뿐입니
다",
310,디스어포어 뷰티 밤,퍼지바,2015.03.17,22,지성,"발림성 핵쩔… 내가쓰던비비중에 발림성조음ㅎ ㅎ ㅎ
정말 환하게만들어줌 다만 커버력딸림… 컨실러필수ㅜㅜ
비싼값 잘함! 지속력은…그냥저냥 ㅎ ㅎ..
,",4
311,디스어포어 뷰티 밤,댕콩,2015.03.11,29,지성,"밝아서 죠타 환해 짐 모공커버도 좋고
커버력이 별로라는데 뭐 난 컨실러 따로 쓰니까
하튼 컨실러 쁘라쓰 얘조합은 모찌 임 !",4
312,디스어포어 뷰티 밤,두준연주,2015.03.08,23,지성,피부인데 바르면 진짜뽀송뽀송!!,4
313,디스어포어 뷰티 밤,고꾸미 ,2015.02.23,24,민감성,"겨울보다는 여름용! 겨울에 쓰면 건조한듯ㅠㅠ양을 조금만써도 괜찮은 제품이에요
,",4
314,디스어포어 뷰티 밤,아림유,2015.02.17,24,건성,"'


샘플받았던걸로 써봤는데.. 톡톡 한번 바르자마자 인생템이라는게 느껴졌음,▽ 나처
럼 보통 23호 쓰는 분들은 많이 바르면 너무 하얘보일거 같긴 하지만 양조절만 잘하
로 사려고함~~~",5
315,디스어포어 뷰티 밤,갖갖,2015.02.04,24,민감성,"보통이었어요 모공이 두드러지는 피부는 아니라 그런진 모르겠지만 전 좀 건조한 느
낌도 들고 살짝 뜨고, 시간 지나면 주름에 껴있더라구요 자연스럽게 톤 업 되기는 한
다지만 그런 제품은 주변에도 많이 있으니까… 커버력도 쏘쏘 발림 성은 좋았어요",3
316,디스어포어 뷰티 밤,나나★,2015.02.03,32,복합성,"바르자마자는 딱 좋았어요 매트하면서 커버력도 좋고 근데 몇시간 지나니까 다 뜨고
난리가 남 ㅠㅠ 같은 기초 화장으로 다른 비비아 파데 발랐을땐 전혀 그런게 없었는데
들뜨지 않으면 써볼만해요",2
317,디스어포어 뷰티 밤,조이 2,2015.01.26,26,건성,"-e,
215.1.
실버 랑 블랙 반반씩 장점만 섞어논 느낌 ! 톤도 한톤밝아졌구 사용감도 괜찮아서 요즘
자주사용하는비비에요 커버력은 만족스러울정돈아니지만 팩트로 커버해요
,
241",4
318,디스어포어 뷰티 밤,리프,2015.01.04,27,건성,".
이름도 모른채 우연히 테스트로 사용해보고 사용감이 의외로 너무좋아서 엄청 검색
후새로 구입!!
이름답게 모공도 상당히 가려주고 인데 당기는 느낌도 없어서 좋아요
톤은 좀 밝음. 양 조절해서 사용하면 괜찮아요
딱하나 문제점은 커버력… 모공은 잘가려주는데 다른 트러블은 조금 힘들더군요
전체적으론 너무 만족-재구매 의사있음!",5
319,디스어포어 뷰티 밤,010101,,23,복합성,"214 12.3
얇게 잘 발려서 좋긴한데 딱 그거 뿐, 커버력이… 게다가 시간 지나면 그닥.. 재구매의
사전혀 없음",
320,디스어포어 뷰티 밤,bambil 331 ,2018-01-17,30,복합성,"커버력과 발색이 맘에듬~!!
밝은 크림과 함께 섞어서 여름에 쓰기 좋은제품
겨울에는 조금 건조해서 촉촉한 크림과 섞어쓰고있음",4
321,디스어포어 뷰티 밤,yubiin,2014.11.25,23,건성,"'
진심 인생비비..""
피부 하얀분들 이거쓰요 가부키처럼 하얘지는게 아니라 스킨톤?중에선 제일 밝은
듯 회색빛 안돌고 자연스러움
마무리감이 살짝 매트한데 건조한 정도는 아니고 손에 안묻어날 정도? 깔끔함ㅎ ㅎ 발
림성도 좋고 커버력도 좋은편",5
322,디스어포어 뷰티 밤,린이,2014.11.20,25,복합성,"수지쿠션쓰다가 샘플쓰고바로갈아탓음 발림성이 너무좋고지속력도 괜찮은듯?! 인
생탬이..너무잘맞음
47",5
323,디스어포어 뷰티 밤,o-ohyu,2014.10.27,24,복합성,"'

실버 라인 만주구장창쓰다가 새롭게 나온시리즈라해서 바로구입 ! 닥터자르트는원래
믿고쓰는거죠 ㅎ ㅎ 답답한느낌도안나고 기존과다르게회색빛도안나고 모공이비비라
더니 진짜말처럼모공을갑갑하게하는느낌도안들고 마치씨씨바른것처럼 자연스런 피
부톤업하난  다만커버력이약간떨어져서 전 컨실러랑변행합니다ㅠ그점은조금
아쉽 지만 자연스럽게뽀송하비비가지고싶어하심이거강추",4
324,디스어포어 뷰티 밤,이유나정상훈,2014.10.26,27,복합성,"좋아요~
922,",4
325,디스어포어 뷰티 밤,song,2014.10.18,27,민감성,"'

지성이신분들 써야될거같아요 엄청 보송보송해요 커버력은 나쁘지 않았는데 컬러가
너무 밝아요",2
326,디스어포어 뷰티 밤,duswwn,2014.08.30,29,지성,"새로나왔다해서 실버라벨쓰다가 갈아탔죠.
가볍게 발리고 얇게발린 느낌이어서 답답하진않아요 색도 밝은편이구요
한가지아쉬운점은 커버력.. 그래서 커버해야될부불은 실버라벨비비로 조금 덧발라
준다는

23",4
327,디스어포어 뷰티 밤,통빈,2018-05-17,25,중성,"약속있을때만 정말 살짝 바르고 나갑니다~ 색상이 좀 어둡게 나온편이라서 남자인
저한테 자연스럽게 잘 맞는 것 같아요. 촉촉하고 잘 쓰고 있습니다",4
328,디스어포어 뷰티 밤,용묵이 ,2018-05-15,24,민감성,"뻑뻑한 감이 들고 닥터 다르트에서 가장 유명하다고 하는데 피부톤정돈정도의 효과만
바라는데도 잘 모르겠더라구요ㅠㅠ 여드름이나 잡티없는 피부인데도
그전에 프라이머 겸용 선크림을 써서 뻑뻑하다는 느낌이 드는 걸 수도 있고 제가 건성
이서 그럴 수도 있을 것 같으니 참고하요!
e",3
329,디스어포어 뷰티 밤,교영,2018-05-15,30,건성,"-

커버력은 우수하지만 좀 어두워요",
330,디스어포어 뷰티 밤,무결점피부,2018-05-14,25,건성,"커버력 좋고 모공커보도 좋음
왕모공은 안되 지만 거의 다 가능
그래서 그런지 좀 사용감이 무거움
하지만 색이 너무 회끼가 돌아서
노란기 강한 피부는 비추천함
너무 동동 뜹니다ㅠ",4
331,디스어포어 뷰티 밤,해맑보스,2018-05-02,21,복합성,"1자

색도 예뻐 피부 표현도 예뻐",4
332,디스어포어 뷰티 밤,뿌쀼뿌쀼,2018-01-17,21,복합성,"모공을 프라이머처럼 싹 가려주면서 무엇보다 발림성이 너
무 좋아서 소량으로도 싹 잘 펴발라짐
커버력은 쏘쏘인듯
단점이라면 다크닝과 밝은 피부톤이 쓰기엔 어두운 색깔 오
히려 화장이 지워졌을때 원래 피부톤이 드러면서 더 화사해
보임
저돈주고 살만한 메리트는 없어서 재구매는 L L",
333,디스어포어 뷰티 밤,반짝별 가루,2018-05-14,22,지성,"음 저는 리뷰 좋은거 보고 올리브영 가서 발라보니까 너무 피부보다 어둡고 회색끼 낭
낭하고 다 모공에 끼길래 설마 하고 그냥
속는 셈 치고 일 때 하나 구매해서 외출할 때 발라봤는데 역시나 똑같네요…ㅠ
BB크림 인생템 하나 찾는건가 했는데 너무 아쉬워요

|
16",1
334,디스어포어 뷰티 밤,jinhey,2018-05-12,28,민감성,"'
이거 코부분만 빼고 바르면 진짜 매끄러운 피부가 연출됩니다
저는 커에 바름 모공이 되려 보이더라구요
볼부분 모공커버 잘해주고요 적당히 커버 ㅓ 해주니
쌩얼인척 할수 있어요",5
335,디스어포어 뷰티 밤,김쟈니,2018-05-12,28,복합성,"모공 잘 가려주고 커버 잘되고 최고예요 이 것만 써여
m,",5
336,디스어포어 뷰티 밤,요미픽,2018-05-12,24,복합성,"커버력은 좋은데 두껍게 발린다는 말이 뭔지 알게 해준당 겉으로 보기에 피부가 답답
해 보인당.",2
337,디스어포어 뷰티 밤,쩡짤,2018-05-11,20,중성,"저한테는 최고였어요 피부표현도 이쁘고 저한테는 최애 비비크림입니당!
'",
338,디스어포어 뷰티 밤,수부지수부지 ,,22,복합성,"7일전
모공도 비교적 잘 가리고 피부에 자극이 없어서 좋긴한데… 색상이 좀 더 밝았으면
좋겠다 좋지만 다른 더 좋은 베이스 제품을 찾아 떠나고 싶은 느낌
@ ,",
339,디스어포어 뷰티 밤,황도오렌지,2018-05-09,25,건성,"촉촉하고 좋아요. 지금까지 썼던 비비중 가장 괜찮은듯
@",4
340,디스어포어 뷰티 밤,dmsgo,2018-05-09,24,건성,"살짝 다크닝현상이 있는데 피부 커버에 최강아이템이에요
922",4
341,디스어포어 뷰티 밤,스엉이,2018-05-09,25,지성,"까지는 애매하고 확실히 좀 매트한제형이라서 자를때 좀 밀리는감이있어요. 단
독사용시 트러블이가끔생겨서 자기한테맞는지테스트꼭해봐야할것같아요. 색상은
21호정도 색인 것같고 핑크베이스같아요.
922,",5
342,디스어포어 뷰티 밤,ashlee,2018-01-17,18,복합성,"비비크림 부동의 1위. 리뉴얼 전에 미국에서 포라에서 사
봤는데 너무 회색빛이라 실망했었음.. 근데 리뉴얼 된거 사
용해보니까 진짜!! 너무 좋음!! 우선 얘를 사용하면 모공? 그
게 뭐지? 가 됨. 블랙헤드 엄청 많은데 얘가 다 가려줌. 두껍
게 발라도 전혀 안두꺼워보임… 오히려 두껍게 바르는게 더
이쁜듯 ㅋ ㅋ ㅋ 닥터자르트라 성분도 믿을 수 있고 촉촉하
구 그냥 최고임. 한가지 단점은 색상이 하나인거..? 내 피부
색보다 어두워지진 않지만 더 밝아지지도 않음2",5
343,디스어포어 뷰티 밤,코록스,2018-01-17,21,복합성,나는 별로.. 다크닝 장난 아니였음..,2
344,디스어포어 뷰티 밤,2sk,2018-01-17,21,건성,1좋기는 하지만 이재품이 굳이 일위인 이유는 모르겠음..…,3
345,디스어포어 뷰티 밤,영은찡,2018-12-17,27,복합성,"딱히 좋은걸 못느끼겠다
이게 왜 1위인지 모르겠음..
지속력 별로 커버력별로…
@뢰",
346,디스어포어 뷰티 밤,겨울냄새,2018-12-17,21,지성,"커버력 좋고 발림 성 너무 좋은데 바르면 큰 화농성 하나는 무
조건 올라옴TTT엄마 드렸는데 엄마는 안 올라와서 케바
케인 듯 컬러는 좀 어두움
@로!",
347,디스어포어 뷰티 밤,이수하늘,2018-12-17,33,민감성,친구 추천으로 샀는데 수시로 입술 화장을 고칠만큼 시간이지날수록 얼굴빛이 텁텁하고 죽어보여요. 자연스럽고 촉촉한건 좋으나 ~~~ ㅜ ㅜ 그뿐 1,3
348,디스어포어 뷰티 밤,꾸단비,2018-12-17,20,복합성,색도 자연스럽도 피부표현도 예쁩니다!,4
349,디스어포어 뷰티 밤,kmkong03,2018-12-17,16,지성,"잿빛이 돈다고 하는데 개인적으로 그건 잘 못 느끼겠어요. 제
피부색이랑 잘 맞고 완전 착붙이라고 밖에는 할말이 없네요.
쌩얼메이크업 할때 잘 쓰고 있어요",5
350,디스어포어 뷰티 밤,수잔이다,2018-12-17,22,복합성,에스티로더 더블웨어 사용하다 겨울이라그런지 엄청건조하고 피부에 왕건이2개를 얻고 바꾼제품이에요~저는 지속력때문에 항상보송한제품을 원했는데요제품 진짜 제피부에 착붙ππ 너무좋아요색상 딱 원하는 밝기이고 보송해지 는것도 좋고 손자국도 안나구요! 발림성도 부들부들하니 잘 발리고~ 당분간 요아이사용꾸준히 할것같아요~ 겨울은 원래 여름보다는 무너짐이덜해서 현재 지속력은 좋은데 여름되면 에스티로더보다는확실히 잘무너질거 같긴해요! 하지만 그렇다고 지속력이 없는제품은 아니라는거~ 피부기초 촉촉히하고 프라이머바른후에 요제품 바르면 모공도 실종하고 뽀얗게 도자기처럼 예쁜피부표현! 저한텐 그뤠맛-,5
351,디스어포어 뷰티 밤,iseol,2018-05-01,25,복합성,"일단 색이 정말 예뻐요 ㅠ 단점이라면 심각하게 건조해서 속
건조인사람은 쓰는것을 말릴정도고 모공케어하고싶은 지성
분들이 쓰기에 적합함 근데 또 피부는 좋아야함 실버라벨처
럼 커버력이 좋진 않음",4
352,디스어포어 뷰티 밤,르꼬꼬,2018-12-17,18,민감성,항상 1위를 차지하고 있길래 한번 사본 비비크림 지금 벌써1년째 사용중이네요. 저는 아직 파데 유목민이라 쓸게 없어서 계속 사용중이지만 그렇게 만족하지는 않아요..ㅜ 건조한 볼이나 코 입부분은 뜨는데 T존은 번들거리게 뜨고.. 무너질때도 안예쁘게 무너지구 커버력도 그렇게 좋지는…그냥괜찮은것 같아요,3
353,디스어포어 뷰티 밤,5개yeon,2018-12-17,19,"중5개월전07%,짱짱!지금1통비우고또샀어요너무좋아요!!",,5
354,디스어포어 뷰티 밤,당근소스,2018-12-17,24,민감성,"온갖 파데 다 써봤지만 정착한건 닥터자르트 비비크림…!
사놓고 구석에 쳐박아놨다가 우연히 써봤는데 비싼 파데보
다 더 깔끔히 표현되고 지속력, 무너짐 다 좋았음!!
비비라서 처음바르면 잿빛 당연히 있지만 시간지나면 내피
부처럼 자연스럽게 스며들고 광이 납니다!!",5
355,디스어포어 뷰티 밤,sketch。。,2018-12-17,31,복합성,"진짜 왜 아직도 1위 유지중이지
한통 다 쓰지도 못하고 친구한테 줘버림
그친구마저 버리고 다른거 씀.
발리는것도 무겁고 2시간만에 다크닝 오는 지속력.
근데도 1위라 신기함.",1
356,디스어포어 뷰티 밤,baramdme,2018-12-17,21,건성,커버력과 지속력 좋음 짱,4
357,디스어포어 뷰티 밤,개시바견,2018-12-17,22,복합성,"一 
도대체 왜 아직도 1위인거냐..
바른것 같지도 않고.. 근데도 시간지나면 다크닝 주룩주룩
내려와서 얼굴 젖빛된당 ㅠ
지복합 홍조피부 비추입니당",1
358,디스어포어 뷰티 밤,핑크핑크분홍,2018-12-17,19,복합성,"#단종되면-1인시위
음슴체로 쓰겠음옛날에 씻던 실버라벨인줄알고 여기다쓴
착각리뷰 실버라 옮겼음
나는 풋풋한 고등학생임
딱히 내 피부에 완전 안맞아서 트러블올라온 화장품종류는
없었음
이것또한 그런것중 하나지만 나는 코가 자주뜸
옜날에 한번 상처난 이후로 각질뜯어지는거마냥 가장 바깥
얇은 표면이 2달정도에 한번씩 뜯어짐
근데 얘는 뜯어져도 안뜸
이게 무슨의민지 알겠음????
피부표현도 아주이쁨. 색도 이쁨
친구말론 내얼굴엔 실버보단 이게 회색빛 안돌고 어울린다
함
내가봐도 그런거같음.
아 그리고 내가 땀이많아서 아주더운여름날 내가 땀을 자꾸
닦아내지만 않으면 겨울같은때는 수정화장거의안함
기름질때 팩트한번바르는정도임
순위도 이렇게 높고 리뷰도 좋은데 조금이라도 고민중이면
바로 구매하라 해주겠음
친구한테도 추천해주고 칭찬받은제품임.
내가 돈이많아져서 언젠가 파데도 써보고싶지만 지금은 이
게 최고임",5
359,디스어포어 뷰티 밤,kimdsery,2018-12-17,27,건성,피부에 비추에요ㅜ 이거 두번정도 썼는대 얼굴 다 뒤집어져서 지인줬어요,2
360,디스어포어 뷰티 밤,fishbubble,2018-12-17,26,민감성,ㅋ ㅋ ㄱ 진짜 데일리로 쓰기좋은 비비,5
361,디스어포어 뷰티 밤,피곤한피카츄,2018-12-17,24,복합성,"다른건 다 모르겠고 난 왜 너가 다크닝이 심한거 같지?
왜 1위인지 이해할수가 없는 1인
차라리 그냥 돈 좀 더 내고 에스티로더 파데 쓸듯
바르자마자 이상하게 다크닝이 확 느껴진다
엄마가 샀는데 안쓴다고 나한테 건내줌
글로우픽 1위인 제품이라
보고 어?! 이건..?!?!..
이러면서 좋다고 집어 왔는데
발라보니
아.. 화장품 다 독차지하는 엄마가 왜 기분 좋게 던져 줬는지
알겠다..ㅋ ㅋ ㅋ ㅋ
빨리치워줘! 이거였어 ㅋㅋㅋㅋ
12",2
362,디스어포어 뷰티 밤,오빠나바뀐거없어?,2018-04-30,25,복합성,?4가볍고 얇게 바르기엔 좋아요! 근데 커버력이너 지속력이 아쉬워서 이것만 쓰기엔 좀 별로에요! 무난무난해요!,4
363,디스어포어 뷰티 밤,kja0309| ,2018-12-17,33,복합성,"|
개월전

저희엄마가좋다고이거뭐냐고해서또사드린제품이예요
선크림에요비비만바르고다니시는데자연스럽게발리고
커버도좀되고해서엄마가좋다고해요.
저도써봤는데전개인적으로비비보다파데를선호해서…
톤이좀어두운거말고발림도쫀쫀하고좋더라고요.",4
364,디스어포어 뷰티 밤,솔쟁,2018-12-17,23,건성,"글로우픽 순위보고 마음먹고 샀는데 왜 1위인지 알겠더라구
요 ~ 진짜 좋습니당 !",5
365,디스어포어 뷰티 밤,피가로,2018-12-17,21,민감성,"역시 비비는 비쌀수록 좋음.. 가격이 너무 비싸서 부담스럽
긴하지만 픽서때문인지 이게 좋아서인진 모르겟지만 화장수
정 많아봤자 하루에 1번만 해두됨! 근데 커버력이 엄청나진
않음.. 첨바를땐 건조해보일수잇으나 내가 원래 지성이라시간뒤면 딱 자연스러운 물광피부됨 ㅎ ㅎ",4
366,디스어포어 뷰티 밤,qla7692,2018-12-17,23,지성,1 기름도 금방 잘 뜨고 비비가 다 그렇지만 다크닝도 있고 지속력도 좋은진 잘 모르겠고 저는 별로네요ㅜ,2
367,디스어포어 뷰티 밤,요오플레,2018-12-17,22,지성,민감피부에 좋아용,4
368,디스어포어 뷰티 밤,jinrn90,2018-12-17,29,지성,"가볍게 손으로 두드리면 피부표현도 제가 원하는 광이 살짝
나는 효과나고 지속력도 좋아요",5
369,디스어포어 뷰티 밤,요술,2018-12-17,19,지성,"매일 아침·점심·저녁마다 바르고 있는데 완전 좋아요!! 지금
몇개월 쓴거같은데 양도 많아서 좋구 다른 비비보다 좋은점
은 얇고 잘 발린다는 거?! 모공도 잘커버해주니까 일상에서
바르기 좋은거같아요",5
370,디스어포어 뷰티 밤,안젤라쥔,2018-12-17,33,복합성,평소 17호 정도의 밝은 피부인데비비특유의 잿빛은 살짝있지만칙칙하진 않아요꾸덕한 제형이고 잘발려요가장 큰 장점은 모공커버가 잘되고생각보다 지속력도 있고 각질부각도없고 좋은것같아요밀착도 잘되는것같고 비비크림의편견을 없애주는 제품인것같아요이거 바르고 메포모공파우더 써주면모공커버 완전 잘됩니다ㅋ메이크업시 모공커버에 공들이신다면 추천!!,4
371,디스어포어 뷰티 밤,곤잘존잘레스,2018-11-17,22,지성,"우선 저는 이거만 통째구요.. 질려서 다른제품 떠나도 얼마못쓰다가 결국 돌아오게되요TT 부메랑마냥TTTTTT 모공 다가려줘서 거의 도자기가 되구요색상도 저랑 너무잘맞아요. 인생비비입니다 파데,쿠션으로도 안넘어가려구요!제피부타입은 민감  모공,잡티 약간, 홍조입니당 1",5
372,디스어포어 뷰티 밤,dyd 14,2018-04-29,25,복합성,"이거.. 다크닝오면선 요철부각과ㅠ더럽게무너지니 사실때
참고하시길 바래요.. 이거 다 쓰지도 않은 상태에서 버렸어
요.",1
373,디스어포어 뷰티 밤,눈아,2018-11-17,31,복합성,"215년인가 21년인가 발견한 인생템
비비크림을 바르지 8년만에 처음으로 맘에드는
인생비비를 만나다

제 피부의 제 일 큰 문제점 바로 모공!
그 모공이 끼임없이 커버가 됩니다
물론 전에도 모공 끼임 없는 밀착력 좋은 비비들은
있었어요
근데 비비 특유의 잿빛이 참 싫었는데
얘는 화사한 색감으로 모공커버가 되니 너무 좋고
다크닝도 없고 시간지나 번들거려도 꽤 이쁘게 무너져요
요즘엔 조금 지겹기도 하고
겨울이 코 앞이라 촉촉한 팩트를 더 자주 쓰지만",5
374,디스어포어 뷰티 밤,쮸잉쮸,2018-11-17,24,복합성,"비비는 컬러때문에 안 쓰지만 이건 너무 좋았어요 잘 뜨지않
고 답답한느낌없이 발려 ㅓ 좋았어요!!",4
375,디스어포어 뷰티 밤,끝까지 강동호,2018-11-17,22,복합성,"발림성이랑 커버력이랑 지속성 괜찮아요!
근데 유분 많이 도는 코쪽은 외출 오래하면 많이 지워져있어
요TT
,",4
376,디스어포어 뷰티 밤,코덕영이쿠,2017.10.29,27,민감성,아악 잿빚 돌고 3분만 지나도 기름기광이 번들번들,2
377,디스어포어 뷰티 밤,코코몽12,2017.10.28,25,지성,"역시나 일등이네요ㅠTTT 넘나절아요TTT 피부표현짱
지속력 굿 다크닝 노노ㅜㅜ 날위한 비비인줄알았어요
이거쓰고 닥터자르트에 입덕합니다",5
378,디스어포어 뷰티 밤,위스,2017.10.28,24,복합성,"!
내 넓은 모공을 프라이머 없이도 가려내는 아이는 얘밖에 없
다
그런데도 이 아닌 이유는22호정도 되는 내 피부에 너무너무 밝아서처음에 바를땐 퍽퍽한데 나중엔 유분이 꽤 많이 돌아서
1번만 어떻게 좀",5
379,디스어포어 뷰티 밤,코더3,2017.10.25,26,복합성,"글로우픽 후기와 평점 보고 샀는데.. 전 아쉽게도 딱히 좋은
지 못느꼈습니다ㅠㅠ
모공을 메워주는 느낌은 있는데 프라이머 안 쓰면 잘 모르겠
더라구요. 보통 모공 메워주는 제품들은 대개 발림성이 좋던
데 이 제품은 발림성도 그저 그래요… 무너짐도 안예뻤습니
다. 게다가 호수를 고를 수 없는 점도 아쉬웠어요.",2
380,디스어포어 뷰티 밤,munkyung,2017.10.24,51,건성,무난하게 쓰기 정말 좋구가볍고굉장히 자연스러워요피부톤이 한층 밝아집니다!,4
381,디스어포어 뷰티 밤,엘프님,2017.10.24,29,복합성,"무난하게 쓰기좋은 비비임
회색끼 없고 피부표현도 적당.
커버력 파데수준으로 괜춘
비비는 얘로 정착했습니다
재구매의사있음",4
382,디스어포어 뷰티 밤,알수없는,2017.10.23,36,건성,"피부과 시술 후 얼굴에 구멍이 나고 시뻘개서 우울증 생
길뻔…이 비비 아니였으면 외출 못 했을거에요.
많이 발라도 친절하게 잡티 싹 커버해주고 둔탁해보이지 않
는데다가 물광표현까지 해주는 착한 비비
I",5
383,디스어포어 뷰티 밤,y j,2018-04-29,22,복합성,무난무난하게 쓰기 좋은제품,3
384,디스어포어 뷰티 밤,ajk10,2017.10.23,30,복합성,"비비주제에 모공커버, 커버력 다 왜 파데 수준이야… 특히 피
부컨디션 좋은날 슥슥바르면 엄청 화장 공들여서 한 것같당
비비는 닥터자르트 라고 생각하게 해준 1등공신",
385,디스어포어 뷰티 밤,산소같은영,2017.10.22,50,복합성,"무난하게쓰기좋아요!!
데일리로 쓸 베이스 뭐살지 고민이라면 걱정없이사셔도 될
거같은! 평타는 치는 제품입니다",3
386,디스어포어 뷰티 밤,qupey,2017.10.22,27,지성,"닥자 제품 기초부터 베이스까지 다 추천해요!
가격값 한답니다! 이 비비도 바르기 편하고 색 안밝아서 좋
고! 추천합니다",4
387,디스어포어 뷰티 밤,스르륵스르륵,2017.10.22,25,건성,"제인생 비비에요ㅠㅠㅠㅠㅠㅠ
진짜 색도 저랑 딱 맞고 피부도 좋아보여요ㅎ ㅎ
톤 보정도 잘 돼고 제가 커버력을 중요시 하지는 않아서 ㅎ
ㅎ 잘 모르겠지만 아무튼 이거 톡톡톡 손으로 발라주고 웨지
퍼프로 두드려 펴바른다음 어퓨 파스텔 블러셔 pk7로 파우
더 처리하듯 얼굴에 발라주면 지속력도 좋고 딱 청순해보이
고좋아요 ㅎ ㅎ ㅎ ㅎ ㅎ",5
388,디스어포어 뷰티 밤,후유미,2017.10.19,29,복합성,"인생비비 드디어찾음ㅠㅠㅠ 프라이머를 바르는듯한 질감
이다 뭔가 벨벳느낌. 지성에게 꿀템인듯!! 유분기 좀만많은
제품써도 아침에화장하면 점심시간쯤 지저분하게 무너지는
데 이건 그렇지않다 ㅎ ㅎ 가끔 올라오는 트러블 한두개빼고
는 여드름없은 피부상태라 바르면 모공도 가려주고 잡티부
분에 덧발라주면 깐달걀피부가능",5
389,디스어포어 뷰티 밤,누내띠냉,2017.10.18,23,중성,"모공이 넓어서 고민하다가 리뷰보고 사봤는데 모공커버 진
짜 잘되네요TTT 인생템 됐습니다 지속력도 꽤 오래가서
너무 잘쓰고 있어요",4
390,디스어포어 뷰티 밤,유진 2222,2017.10.17,23,복합성,모공 다 가려주고 커버력도 나쁘지 않아요!뽀송뽀송한 마무리감이예요<,5
391,디스어포어 뷰티 밤,러블리워닝,2017.10.11,31,건성,"예전에 실버라인인가 샘플로 받아서 써보고 본품구매해서
다쓰고 한동안 비비 안사다가 몇달전 여기서 후기보고 이상
품 구매했어요 ㅋ ㅋ 역시 닥터자르트 비비는..말이 필요없는
거같아요 ㅋ ㅋ
전 너무 좋아요! 촉촉하니 ㅋ ㅋ",5
392,디스어포어 뷰티 밤,날랭날랭쓰,2017.10.11,24,복합성,"리뷰가 많길래 보고선 사게된 케이스인데
진짜 뭔가리뷰가 많은 이유를 알겠음 ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ
기대 이상으로 피부가 깨끗해보이게 발림 ㅠㅠ
모공커버도 잘되구 넘좋음 ㅠ재구매의사 있숨다",4
393,디스어포어 뷰티 밤,턍아 턍아,2017.10.09,24,민감성,"O 솔직히닥
솔직히 닥터자르트는 비비죠ㅋ ㅋ ㅋ 친구쓰는거 좋아보여서
따라 샀는데 제꺼 엄마가 써보시고 바로 사시고 이모도 쓰더
니 바로 샀어요ㅋ ㅋ 여러 브랜드 돌아다니다 여기 정착했습
니당",
394,디스어포어 뷰티 밤,"evr..
나콩도콩",2018-04-27,22,지성,개인적으로 나한테는 안맞았던 제품.,2
395,디스어포어 뷰티 밤,쏘쏘뿌,2017.10.09,30,건성,"여름내내 잘 사용한 비비입니다. 봄에 샀는데 그때는 건조한
느낌이 들어서 기초를 촉촉히 하고 사용했다면 여름에는 기
초 가볍게하고 바르면 모공도 어느정도 커버가 되고 잿빛도
적어서 다크닝이 심하지 않았어요 성분도 괜찮아서 트러블이
나지않았습니다",4
396,디스어포어 뷰티 밤,주영공주123,2017.10.09,21,중성,"커버력이 좋은 편은 아니지만 전체적으로 피부를 매끈하게
보이게 해 줘서 피부가 좋아보이는 효과가 있어요 컨실러랑
같이 쓰면 딱 좋을거 같아요",4
397,디스어포어 뷰티 밤,괴리,2017.10.07,19,중성,유명해서 씻는데 이거 쓰고 비비는 공짜로 준다해도 않쓸 것같음 이게 1위 인데 다른 건 테스터안해도 빼박임.너무 하해…다 뜨고 끼고 바르자마자 지우고 다른걸로 할 정도였음,1
398,디스어포어 뷰티 밤,하이카키별,2017.10.07,18,지성,"모공끼임이 너무심하고 건조해요TT그리고 너무하얗다는
점?",
399,디스어포어 뷰티 밤,저머뉘,2017.10.06,22,민감성,"지속력,커버력은 정말 좋은 제품이에용근데 다크닝이 좀 심해여",3
400,디스어포어 뷰티 밤,헤헹히힝,2017.10.05,25,건성,저한테는 색상이 어두웠어요,2
401,디스어포어 뷰티 밤,완두콩콩콩,2017.10.05,20,중성,"짖짜 모공오지는데 이거바르고 블러팩트해주면
모공은 실종 ㅠㅠ
지속력도 진짜 좋고 퍼프로 굳이 바르지않아도 이쁜표현가
능 뭔가 핑크빛회끼가 도는게 흠..
왜 닥터자르트는 비비가 한호수밖에 없는지..… 내 피부색에
잘맞아서 다행이지만 내친구가 바르면 달걀귀신",5
